,,3.237192861,83
,,,
,,,
,,,
Success,2.6449815,,
Success,2.9845016,,
Success,3.3884825,,
Success,3.3098405,,
Success,2.6199644,,
Success,3.8799337,,
Success,3.4940395,,
Success,2.929478,,
Success,2.737613,,
Success,2.6657165,,
Success,12.7410721,,
Success,3.4971305,,
Success,2.9325125,,
Success,2.4866458,,
Success,2.5976579,,
Success,2.6538448,,
Success,2.5416977,,
Success,2.4519757,,
Success,2.6182156,,
Success,2.4929517,,
Success,2.6643193,,
Success,4.1785175,,
Success,2.7676272,,
Success,2.443884,,
Success,2.4291238,,
Success,2.7648282,,
Success,2.9717695,,
Success,2.7778235,,
Success,2.8714518,,
Success,2.8771532,,
Success,2.6960294,,
Success,3.4536603,,
Success,2.9345615,,
Success,2.7355912,,
Success,2.3848101,,
Success,2.9395448,,
Success,2.6851432,,
Success,4.2236476,,
Success,2.6521433,,
Success,3.5407256,,
Success,2.458515,,
Success,3.1222134,,
Success,3.4146526,,
Success,2.9170774,,
Success,2.8789514,,
Success,2.4646991,,
Success,2.3615567,,
Success,3.1192653,,
Success,2.3881602,,
Success,3.2251106,,
Success,3.5659612,,
Success,2.9673352,,
Success,2.4375061,,
Success,2.5748533,,
Success,2.3215086,,
Success,3.410991,,
Success,4.3768124,,
Success,3.0306927,,
Success,3.0528275,,
Success,2.9613747,,
,22.1103541,,
,12.6936591,,
,,,
,,,
,,,
Success,3.0773167,,
Success,3.3025584,,
Success,3.0961867,,
Success,3.327283,,
,0.9123142,,
Success,3.5541759,,
Success,3.5925523,,
Success,2.0816949,,
Success,3.1770046,,
Success,3.29532,,
Success,3.3019472,,
Success,3.3571492,,
Success,3.2398013,,
Success,3.2932206,,
Success,3.2669199,,
Success,3.3446689,,
Success,3.8326935,,
,0.8680811,,
Success,2.4813217,,
Success,3.6341955,,
Success,3.3235242,,
,0.563559,,
Success,3.668204,,
Success,3.2735132,,
,0.4900565,,
,0.4364754,,
,0.4736571,,
,0.4433858,,
,0.4665693,,
Success,3.608121,,
Success,3.7607769,,
Success,3.2863846,,
Success,3.098065,,
,1.1781962,,
Success,3.3845001,,
Success,3.6550729,,
,2.0063491,,
Success,3.6716034,,
,1.7225928,,
Success,3.9527288,,
Success,3.7186206,,
Success,3.9716482,,
Success,2.2393397,,
Success,3.7993733,,
Success,4.3298944,,
,0.429751,,
,0.5697333,,
Success,3.9220761,,
Success,3.8472762,,
Success,3.5321383,,
Success,3.5676123,,
Success,3.2469997,,
,0.3353095,,
,1.1406094,,
Success,3.092651,,
